"forras","operativ_program","program","varos","nyertes","leiras","datum","osszeg","Jogallas","Megye","Kisterseg","Lako_nepesseg","roma_onkormanyzat","tipus","ev"
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Kismarja","Debreceni Szegényeket Támogató Alapítvány","„Aktívan a közösségért”",2017-02-08,24.999127,"község","Hajdú-Bihar","Derecskei","1278","nincs","LHHK",2017
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kispáli","RECYCLING T & H Hulladékhasznosító Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Recycling T&H Kft gumitermék termelési kapacitásbővítése gumiabroncs feldolgozásával és hasznosításával ",2016-03-25,49.872639,"község","Zala","Zalaegerszegi","284","nincs","nem_hatranyos_helyzetu",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kissikátor","SIKI SÜTŐIPARI GYÁRTÓ, KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG","Kapacitásbővítő beruházás támogatása a SIKI Sütőipari Kft számára",2016-03-25,10.492052,"község","Borsod-Abaúj-Zemplén","Ózdi","292","nincs","LHHK",2016
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Kissikátor","Kissikátor Fejlesztéséért Közalapítvány","A társadalmi összetartás erősítése és a társadalmi szolidaritás erősítése  Kissikátorban",2017-02-08,24.996854,"község","Borsod-Abaúj-Zemplén","Ózdi","292","nincs","LHHK",2017
"EFOP-3.3.1-15","EFOP","Tanoda programok támogatása","Kisszekeres","Magyarországi Református Egyház","Kisszekeresi Tanoda létrehozása és működtetése",2016-09-27,29.52,"község","Szabolcs-Szatmár-Bereg","Fehérgyarmati","560","nincs","LHHK",2016
"EFOP-3.3.1-15","EFOP","Tanoda programok támogatása","Kisszállás","Jenei Tibor Alapítvány, misszió a művészetre nevelés útján","Jenei Tibor Alapítvány képességfejlesztő tanoda programja Kisszálláson",2016-09-27,29.993997,"község","Bács-Kiskun","Kiskunhalasi","2381","van","HH",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Kisszállás","KISSZÁLLÁS KÖZSÉG ÖNKORMÁNYZATA","KISSZÁLLÁS KÖZSÉG ÖNKORMÁNYZATA ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-18,6,"község","Bács-Kiskun","Kiskunhalasi","2381","van","HH",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kisszékely","Hallósy Miklós Csaba EV","Termelési kapacitás bővítő eszközbeszerzés Hallósy Miklós Csaba Egyéni Vállalkozónál.",2016-03-30,49.387275,"község","Tolna","Tamási","297","nincs","LHHK",2016
"KEHOP-5.2.11-16","KEHOP","Fotovoltaikus rendszerek kialakítása központi költségvetési szervek részére","Kistarcsa","PEST MEGYEI FLÓR FERENC KÓRHÁZ","Pest Megyei Flór Ferenc Kórház fotovoltaikus rendszerének kialakítása",2016-12-19,111.282156,"város","Pest","Gödöllői","12383","van","nem_hatranyos_helyzetu",2016
"KEHOP-5.2.9-16","KEHOP","Pályázatos épületenergetikai felhívás a közép-magyarországi régió települési önkormányzatai számára","Kistarcsa","KISTARCSA VÁROS ÖNKORMÁNYZATA","A Simándy József Általános Iskola és a Polgármesteri Hivatal épületeinek energetikai korszerűsítése",2017-02-21,131.257111,"város","Pest","Gödöllői","12383","van","nem_hatranyos_helyzetu",2017
"GINOP-5.3.1-14","GINOP","A rugalmas foglalkoztatás elterjesztése a konvergencia régiókban","Kistelek","Corex Projektfejlesztési Tanácsadó és Szolgáltató Korlátolt Felelősségű Társaság","Nemzeti Rugalmassági Terv",2015-07-30,309.2287,"város","Csongrád","Kisteleki","6968","van","LHHK",2015
"GINOP-1.2.1-15","GINOP","Mikro, kis- és középvállalkozások termelési kapacitásainak bővítése","Kistelek","KURUCSAI ÉS TÁRSA Zöldségfelvásárló Kereskedelmi Korlátolt Felelősségű Társaság","Termelési kapacitás bővítés a Kurucsai és Társa Kft.-nél",2015-12-21,112.514184,"város","Csongrád","Kisteleki","6968","van","LHHK",2015
"GINOP-1.2.1-15","GINOP","Mikro, kis- és középvállalkozások termelési kapacitásainak bővítése","Kistelek","Közüzemi Szolgáltató Korlátolt Felelősségű Társaság","Feldolgozóipari fejlesztés a Közüzemi Szolgáltató Kft-nél",2015-12-22,228.861471,"város","Csongrád","Kisteleki","6968","van","LHHK",2015
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","Innomedio Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Az Innomedio Kft. Kapacitásbővítő beruházása",2016-01-15,36.5904,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.1-15","GINOP","Mikro, kis- és középvállalkozások termelési kapacitásainak bővítése","Kistelek","""GÁZÉPSZERKER"" Épitő-Szerelő-Kereskedő és Szolgáltató Korlátolt Felelősségű Társaság","Építési betontermék gyártás fejlesztése a GÁZÉPSZERKER Kft-nél",2016-01-15,162.450105,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","DEÁK DELTA Ipari, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Kapacitásbővítő beruházások a Deák Delta Kft.-nél.",2016-01-19,38.15,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","SALIX Invest Korlátolt Felelősségű Társaság","A SALIX Invest Kft. eszközfejlesztése Kisteleken",2016-01-19,9.97931,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","NATURAL DENTAL Fogászati és Fogtechnikai Korlátolt Felelősségű Társaság","Precíziós orvosi eszköz gyártó gépek beszerzések a NATURAL DENTAL Kft-nél.",2016-01-19,38.450552,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","VIKTÓRIA OPTIKA Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság","Kapacitás bővítése a Viktória Optika Kft-nél",2016-01-20,11.55,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","WOOD TECH CENTER Korlátolt Felelősségű Társaság","A WOOD TECH CENTER Kft. fejlesztése",2016-01-20,9.940623,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","Forrás Centrum Tanácsadó és Szolgáltató Korlátolt Felelősségű Társaság","Kapacitásbővítő beruházás a Forrás Centrum Kft.-nél",2016-01-20,38.31688,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","ADAMO-HAMMOCK GYÁRTÓ ÉS KERESKEDELMI KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG","Kötélvarró gép és gyűrűhajlító gép beszerzése az ADAMO-HAMMOCK Kft.-nél",2016-01-20,5.439651,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","LOCHNER Vagyonvédelmi, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","A Lochner Kft. Kapacitásbővítő beruházása",2016-01-21,36.5904,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","AMBRUS-GÉP Fémipari Gyártó és Kereskedelmi Korlátolt Felelősségű Társaság","CNC esztergagép beszerzése az AMBRUS-GÉP Kft-nél",2016-01-21,9.034501,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","Pigniczki és Társa Kereskedelmi és Szolgáltató Bt.","Gyémánt húzókő gyártó gépsor beszerzése a Pigniczki és Társa Bt-nél",2016-01-21,38.019163,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","PORT-ÉP Építőipari, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Kapacitásbővítés a Port-Ép Kft.-nél",2016-01-21,49.27,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","Kisteleki Házi Rétes Betéti Társaság","Kapacitásbővítés a Kisteleki Házi Rétes Bt-nél",2016-01-21,9.9414,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","KARE Training Kft.","A Kare Training Kft. kapacitásának bővítése",2016-01-22,19.98,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","AQUA HOTEL Kistelek Turisztikai és Vendéglátó Korlátolt Felelősségű Társaság","Szolgáltatásfejlesztés eszközbeszerzéssel ",2016-01-22,27.363541,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","FONOLIT Korlátolt Felelősségű Társaság","Gépbeszerzés a Fonolit Kft-nél",2016-03-24,22.25601,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","VAFFER Korlátolt Felelősségű Társaság","Eszközbeszerzés a Vaffer Kft-nél",2016-03-24,38.46039,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","Tandofer Informatikai Korlátolt Felelősségű Társaság","A Tandofer Informatikai Kft. kapacitásbővítésének támogatása",2016-03-24,20.9552,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","Márvány Építőkő Korlátolt Felelősségű Társaság","Betonkeverőgép beszerzése kapacitásbővítés céljából a Márvány Építőkő Kft-nél",2016-03-24,24.99999,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","VIRABEL Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Gyártási kapacitás bővítése a Virabel Kft.-nél",2016-03-25,49.999998,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","Gene Design Kutató és Fejlesztő Korlátolt Felelősségű Társaság","Termelési kapacitás fejlesztése a Gene Design Kft.-nél",2016-03-30,38.338308,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","Kato Food Korlátolt Felelősségű Társaság","Kapacitás bővítés linzerkészítő technológia beszerzésével a Kato Food Kft.-nél",2016-05-24,7.278061,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","Vendéglátóiparigép.hu Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Kapacitásbővítő beruházás a Vendéglátóiparigép.hu Kft.-nél",2016-05-24,37.94,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","Regeneratív Medicina Egészségügyi Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Ultrahangkészülék beszerzése a Regeneratív Medicina Kft.-nél ",2016-05-24,11.9765,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","Kőtár-Bau Korlátolt Felelősségű Társaság","Kőtár-Bau Kft Technológia fejlesztése 2016",2016-05-24,36.1718,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","TFK Diák-2000 Vállalkozásszervező Iskolai Szövetkezet ","A TFK Diák-2000 Vállalkozásszervező Iskolai Szövetkezet kapacitásbővítés fejlesztésének támogatása nyomdatechnikai eszközök segítségével",2016-05-25,29.31075,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","CSISZLIK Építőipari és Szolgáltató Korlátolt Felelősségű Társaság","A CSISZLIK Kft. kapacitásának bővítése",2016-05-25,36.6842,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","GENÉV Generál Ingatlanforgalmazási Építőipari Vállalkozási Korlátolt Felelősségű Társaság","Kapacitásfejlesztés a GENÉV Kft-nél",2016-05-26,49.999999,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","Csókási Beáta egyéni vállalkozó","Egyedi textiltermékek gyártásához szükséges gépek beszerzése Csókási Beáta egyéni vállalkozónál",2016-05-27,8.4,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","JÁMBOR MŰVEK Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Eszközök beszerzése a Jámbor Művek Kft-nél",2016-05-27,5.004108,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","KRAUSZ '99 Szolgáltató Betéti Társaság","Kapacitásbővítés a Krausz '99 Bt-nél",2016-05-30,36.8914,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","Creo Gratis Építőipari és Szolgáltató Korlátolt Felelősségű Társaság","Kapacitásbővítés a Creo Gratis Kft-nél",2016-06-02,38.3775,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","Drain-Ép-Ker Építőipari, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Eszközbeszerzés a Drain-Ép-Ker Kft-nél",2016-06-02,38.5,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Kistelek","Kape-Kayak Sportszergyártó, Kereskedelmi és Szolgáltató Kft.","Eszközbeszerzés a Kape-Kayak Kft-nél",2016-06-02,38.455375,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.2.1-15","GINOP","Mikro, kis- és középvállalkozások termelési kapacitásainak bővítése","Kistelek","Innofor - Invest Befektető, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Termelési kapacitás bővítése az Innofor-Invest Kft-nél",2016-07-13,484.299,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-2.1.1-15","GINOP","Vállalatok K+F+I tevékenységének támogatása","Kistelek","Kisteleki M+M Sajtgyártó Korlátolt Felelősségű Társaság","Igazoltan egészségvédő hatású tejtermék változatok kifejlesztése egyedi hatóanyag kombinációk és innovatív technológiák alkalmazásával",2016-08-25,296.469108,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-2.1.1-15","GINOP","Vállalatok K+F+I tevékenységének támogatása","Kistelek","CONTENTUS TANÁCSADÓ Szolgáltató Korlátolt Felelősségű Társaság","Mézes Élet – méz granulátum előállítására irányuló élelmiszeripari kutatás-fejlesztés",2016-08-25,299.978951,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-2.1.1-15","GINOP","Vállalatok K+F+I tevékenységének támogatása","Kistelek","MÁTRIX-WORKMANLIKE Szolgáltató, Kommunikációs, Tanácsadó és Oktatási Korlátolt Felelősségű Társaság","Innovatív, modulos elem rendszerű mobilház fejlesztése",2016-08-25,195.844897,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"GINOP-1.3.1-15","GINOP","Mikro-, kis- és középvállalkozások piaci megjelenésének támogatása","Kistelek","KRAUSZ '99 Szolgáltató Betéti Társaság","Piacra jutás támogatása a Krausz '99 Bt.-nél",2016-12-19,11.826588,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"TOP-2.1.2-15-CS1","TOP","Zöld város kialakítása","Kistelek","KISTELEK VÁROSI ÖNKORMÁNYZAT","Zöld város kialakítása Kisteleken",2016-12-19,700.001945,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
"EFOP-1.2.1-15","EFOP","Védőháló a családokért","Kistelek","Kisteleki Térségi Egészségügyi Központ Nonprofit Korlátolt Felelősségű Társaság","Kincsünk a család - családi kohéziót erősítő programok Kistelek Járásban",2016-12-22,40,"város","Csongrád","Kisteleki","6968","van","LHHK",2016
